price,,,,,,,,,,,,,,,,,,,,,,,,zips_by_price
275000,,,,,,,,,,,,,,,,,,,,,,,,22
392440,,,,,,,,,,,,,,,,,,,,,,,,17
547000,,,,,,,,,,,,,,,,,,,,,,,,40
525000,,,,,,,,,,,,,,,,,,,,,,,,35
1070000,,,,,,,,,,,,,,,,,,,,,,,,42
193000,,,,,,,,,,,,,,,,,,,,,,,,16
246000,,,,,,,,,,,,,,,,,,,,,,,,33
686000,,,,,,,,,,,,,,,,,,,,,,,,54
400000,,,,,,,,,,,,,,,,,,,,,,,,16
615000,,,,,,,,,,,,,,,,,,,,,,,,37
239950,,,,,,,,,,,,,,,,,,,,,,,,5
345000,,,,,,,,,,,,,,,,,,,,,,,,56
510000,,,,,,,,,,,,,,,,,,,,,,,,34
400000,,,,,,,,,,,,,,,,,,,,,,,,39
320000,,,,,,,,,,,,,,,,,,,,,,,,24
439950,,,,,,,,,,,,,,,,,,,,,,,,14
295000,,,,,,,,,,,,,,,,,,,,,,,,13
1495000,,,,,,,,,,,,,,,,,,,,,,,,69
541000,,,,,,,,,,,,,,,,,,,,,,,,63
413000,,,,,,,,,,,,,,,,,,,,,,,,16
635000,,,,,,,,,,,,,,,,,,,,,,,,52
188200,,,,,,,,,,,,,,,,,,,,,,,,1
518000,,,,,,,,,,,,,,,,,,,,,,,,25
451101,,,,,,,,,,,,,,,,,,,,,,,,45
219950,,,,,,,,,,,,,,,,,,,,,,,,23
750000,,,,,,,,,,,,,,,,,,,,,,,,53
362000,,,,,,,,,,,,,,,,,,,,,,,,34
360000,,,,,,,,,,,,,,,,,,,,,,,,18
1325000,,,,,,,,,,,,,,,,,,,,,,,,59
500000,,,,,,,,,,,,,,,,,,,,,,,,48
710000,,,,,,,,,,,,,,,,,,,,,,,,59
659000,,,,,,,,,,,,,,,,,,,,,,,,50
252000,,,,,,,,,,,,,,,,,,,,,,,,10
290000,,,,,,,,,,,,,,,,,,,,,,,,22
197500,,,,,,,,,,,,,,,,,,,,,,,,23
430000,,,,,,,,,,,,,,,,,,,,,,,,25
273500,,,,,,,,,,,,,,,,,,,,,,,,14
240000,,,,,,,,,,,,,,,,,,,,,,,,17
425000,,,,,,,,,,,,,,,,,,,,,,,,24
385000,,,,,,,,,,,,,,,,,,,,,,,,58
720000,,,,,,,,,,,,,,,,,,,,,,,,38
498688,,,,,,,,,,,,,,,,,,,,,,,,49
1275000,,,,,,,,,,,,,,,,,,,,,,,,52
511000,,,,,,,,,,,,,,,,,,,,,,,,31
550000,,,,,,,,,,,,,,,,,,,,,,,,10
339000,,,,,,,,,,,,,,,,,,,,,,,,24
237500,,,,,,,,,,,,,,,,,,,,,,,,13
315000,,,,,,,,,,,,,,,,,,,,,,,,46
460000,,,,,,,,,,,,,,,,,,,,,,,,31
827500,,,,,,,,,,,,,,,,,,,,,,,,60
495000,,,,,,,,,,,,,,,,,,,,,,,,6
231750,,,,,,,,,,,,,,,,,,,,,,,,18
488000,,,,,,,,,,,,,,,,,,,,,,,,40
285950,,,,,,,,,,,,,,,,,,,,,,,,2
530000,,,,,,,,,,,,,,,,,,,,,,,,31
329932,,,,,,,,,,,,,,,,,,,,,,,,22
1085500,,,,,,,,,,,,,,,,,,,,,,,,37
940000,,,,,,,,,,,,,,,,,,,,,,,,68
222000,,,,,,,,,,,,,,,,,,,,,,,,10
464000,,,,,,,,,,,,,,,,,,,,,,,,56
329900,,,,,,,,,,,,,,,,,,,,,,,,41
390000,,,,,,,,,,,,,,,,,,,,,,,,37
369950,,,,,,,,,,,,,,,,,,,,,,,,53
469000,,,,,,,,,,,,,,,,,,,,,,,,42
96500,,,,,,,,,,,,,,,,,,,,,,,,7
284000,,,,,,,,,,,,,,,,,,,,,,,,16
649950,,,,,,,,,,,,,,,,,,,,,,,,64
343000,,,,,,,,,,,,,,,,,,,,,,,,35
417000,,,,,,,,,,,,,,,,,,,,,,,,34
280000,,,,,,,,,,,,,,,,,,,,,,,,29
1475000,,,,,,,,,,,,,,,,,,,,,,,,63
490000,,,,,,,,,,,,,,,,,,,,,,,,49
249900,,,,,,,,,,,,,,,,,,,,,,,,10
485000,,,,,,,,,,,,,,,,,,,,,,,,43
252500,,,,,,,,,,,,,,,,,,,,,,,,8
225000,,,,,,,,,,,,,,,,,,,,,,,,7
209977,,,,,,,,,,,,,,,,,,,,,,,,2
320000,,,,,,,,,,,,,,,,,,,,,,,,22
835000,,,,,,,,,,,,,,,,,,,,,,,,41
349000,,,,,,,,,,,,,,,,,,,,,,,,7
547500,,,,,,,,,,,,,,,,,,,,,,,,62
780000,,,,,,,,,,,,,,,,,,,,,,,,53
2480000,,,,,,,,,,,,,,,,,,,,,,,,62
350000,,,,,,,,,,,,,,,,,,,,,,,,32
740000,,,,,,,,,,,,,,,,,,,,,,,,64
1072500,,,,,,,,,,,,,,,,,,,,,,,,20
440000,,,,,,,,,,,,,,,,,,,,,,,,56
269000,,,,,,,,,,,,,,,,,,,,,,,,24
398000,,,,,,,,,,,,,,,,,,,,,,,,27
163500,,,,,,,,,,,,,,,,,,,,,,,,21
1200000,,,,,,,,,,,,,,,,,,,,,,,,62
316000,,,,,,,,,,,,,,,,,,,,,,,,7
725000,,,,,,,,,,,,,,,,,,,,,,,,62
342000,,,,,,,,,,,,,,,,,,,,,,,,9
205000,,,,,,,,,,,,,,,,,,,,,,,,14
304000,,,,,,,,,,,,,,,,,,,,,,,,14
450000,,,,,,,,,,,,,,,,,,,,,,,,41
1324050,,,,,,,,,,,,,,,,,,,,,,,,63
206000,,,,,,,,,,,,,,,,,,,,,,,,3
847700,,,,,,,,,,,,,,,,,,,,,,,,46
1385000,,,,,,,,,,,,,,,,,,,,,,,,62
680000,,,,,,,,,,,,,,,,,,,,,,,,41
383610,,,,,,,,,,,,,,,,,,,,,,,,24
590000,,,,,,,,,,,,,,,,,,,,,,,,49
355000,,,,,,,,,,,,,,,,,,,,,,,,22
337500,,,,,,,,,,,,,,,,,,,,,,,,14
839000,,,,,,,,,,,,,,,,,,,,,,,,52
717000,,,,,,,,,,,,,,,,,,,,,,,,41
503000,,,,,,,,,,,,,,,,,,,,,,,,7
453000,,,,,,,,,,,,,,,,,,,,,,,,32
390000,,,,,,,,,,,,,,,,,,,,,,,,48
399000,,,,,,,,,,,,,,,,,,,,,,,,48
370000,,,,,,,,,,,,,,,,,,,,,,,,51
380000,,,,,,,,,,,,,,,,,,,,,,,,54
160000,,,,,,,,,,,,,,,,,,,,,,,,11
525000,,,,,,,,,,,,,,,,,,,,,,,,64
342500,,,,,,,,,,,,,,,,,,,,,,,,21
319000,,,,,,,,,,,,,,,,,,,,,,,,32
315000,,,,,,,,,,,,,,,,,,,,,,,,18
455000,,,,,,,,,,,,,,,,,,,,,,,,51
399440,,,,,,,,,,,,,,,,,,,,,,,,17
259000,,,,,,,,,,,,,,,,,,,,,,,,35
1905000,,,,,,,,,,,,,,,,,,,,,,,,70
339500,,,,,,,,,,,,,,,,,,,,,,,,21
427000,,,,,,,,,,,,,,,,,,,,,,,,45
982218,,,,,,,,,,,,,,,,,,,,,,,,66
425000,,,,,,,,,,,,,,,,,,,,,,,,46
545000,,,,,,,,,,,,,,,,,,,,,,,,48
798000,,,,,,,,,,,,,,,,,,,,,,,,52
525000,,,,,,,,,,,,,,,,,,,,,,,,42
198000,,,,,,,,,,,,,,,,,,,,,,,,7
484000,,,,,,,,,,,,,,,,,,,,,,,,35
705000,,,,,,,,,,,,,,,,,,,,,,,,58
615000,,,,,,,,,,,,,,,,,,,,,,,,50
215000,,,,,,,,,,,,,,,,,,,,,,,,13
329000,,,,,,,,,,,,,,,,,,,,,,,,20
425000,,,,,,,,,,,,,,,,,,,,,,,,21
200500,,,,,,,,,,,,,,,,,,,,,,,,9
522000,,,,,,,,,,,,,,,,,,,,,,,,60
1465000,,,,,,,,,,,,,,,,,,,,,,,,59
1100000,,,,,,,,,,,,,,,,,,,,,,,,15
1240000,,,,,,,,,,,,,,,,,,,,,,,,69
325000,,,,,,,,,,,,,,,,,,,,,,,,46
260000,,,,,,,,,,,,,,,,,,,,,,,,12
723000,,,,,,,,,,,,,,,,,,,,,,,,49
301500,,,,,,,,,,,,,,,,,,,,,,,,25
585000,,,,,,,,,,,,,,,,,,,,,,,,55
280000,,,,,,,,,,,,,,,,,,,,,,,,21
399950,,,,,,,,,,,,,,,,,,,,,,,,66
810000,,,,,,,,,,,,,,,,,,,,,,,,60
199990,,,,,,,,,,,,,,,,,,,,,,,,7
917000,,,,,,,,,,,,,,,,,,,,,,,,46
240000,,,,,,,,,,,,,,,,,,,,,,,,46
245500,,,,,,,,,,,,,,,,,,,,,,,,6
735000,,,,,,,,,,,,,,,,,,,,,,,,23
749000,,,,,,,,,,,,,,,,,,,,,,,,60
650000,,,,,,,,,,,,,,,,,,,,,,,,47
465000,,,,,,,,,,,,,,,,,,,,,,,,65
222000,,,,,,,,,,,,,,,,,,,,,,,,7
312000,,,,,,,,,,,,,,,,,,,,,,,,47
520000,,,,,,,,,,,,,,,,,,,,,,,,41
615000,,,,,,,,,,,,,,,,,,,,,,,,57
256703,,,,,,,,,,,,,,,,,,,,,,,,13
495000,,,,,,,,,,,,,,,,,,,,,,,,62
275000,,,,,,,,,,,,,,,,,,,,,,,,53
370000,,,,,,,,,,,,,,,,,,,,,,,,51
525000,,,,,,,,,,,,,,,,,,,,,,,,59
625000,,,,,,,,,,,,,,,,,,,,,,,,49
1200000,,,,,,,,,,,,,,,,,,,,,,,,62
450000,,,,,,,,,,,,,,,,,,,,,,,,64
415000,,,,,,,,,,,,,,,,,,,,,,,,15
350000,,,,,,,,,,,,,,,,,,,,,,,,24
322000,,,,,,,,,,,,,,,,,,,,,,,,6
249950,,,,,,,,,,,,,,,,,,,,,,,,35
345000,,,,,,,,,,,,,,,,,,,,,,,,40
499000,,,,,,,,,,,,,,,,,,,,,,,,50
551870,,,,,,,,,,,,,,,,,,,,,,,,5
612500,,,,,,,,,,,,,,,,,,,,,,,,49
965000,,,,,,,,,,,,,,,,,,,,,,,,43
430000,,,,,,,,,,,,,,,,,,,,,,,,23
550000,,,,,,,,,,,,,,,,,,,,,,,,42
555000,,,,,,,,,,,,,,,,,,,,,,,,34
433200,,,,,,,,,,,,,,,,,,,,,,,,29
450000,,,,,,,,,,,,,,,,,,,,,,,,24
284000,,,,,,,,,,,,,,,,,,,,,,,,19
162500,,,,,,,,,,,,,,,,,,,,,,,,23
335000,,,,,,,,,,,,,,,,,,,,,,,,29
272000,,,,,,,,,,,,,,,,,,,,,,,,9
386000,,,,,,,,,,,,,,,,,,,,,,,,10
299999,,,,,,,,,,,,,,,,,,,,,,,,17
615000,,,,,,,,,,,,,,,,,,,,,,,,62
830000,,,,,,,,,,,,,,,,,,,,,,,,53
490000,,,,,,,,,,,,,,,,,,,,,,,,35
257000,,,,,,,,,,,,,,,,,,,,,,,,8
295000,,,,,,,,,,,,,,,,,,,,,,,,15
270000,,,,,,,,,,,,,,,,,,,,,,,,13
442250,,,,,,,,,,,,,,,,,,,,,,,,35
700000,,,,,,,,,,,,,,,,,,,,,,,,59
480000,,,,,,,,,,,,,,,,,,,,,,,,39
485000,,,,,,,,,,,,,,,,,,,,,,,,57
280000,,,,,,,,,,,,,,,,,,,,,,,,27
310000,,,,,,,,,,,,,,,,,,,,,,,,12
488250,,,,,,,,,,,,,,,,,,,,,,,,60
949000,,,,,,,,,,,,,,,,,,,,,,,,55
465000,,,,,,,,,,,,,,,,,,,,,,,,41
305500,,,,,,,,,,,,,,,,,,,,,,,,10
390000,,,,,,,,,,,,,,,,,,,,,,,,60
537000,,,,,,,,,,,,,,,,,,,,,,,,60
342500,,,,,,,,,,,,,,,,,,,,,,,,37
325000,,,,,,,,,,,,,,,,,,,,,,,,12
530000,,,,,,,,,,,,,,,,,,,,,,,,46
650000,,,,,,,,,,,,,,,,,,,,,,,,49
353000,,,,,,,,,,,,,,,,,,,,,,,,60
845000,,,,,,,,,,,,,,,,,,,,,,,,58
269950,,,,,,,,,,,,,,,,,,,,,,,,21
709950,,,,,,,,,,,,,,,,,,,,,,,,38
385000,,,,,,,,,,,,,,,,,,,,,,,,41
360000,,,,,,,,,,,,,,,,,,,,,,,,5
295000,,,,,,,,,,,,,,,,,,,,,,,,45
483453,,,,,,,,,,,,,,,,,,,,,,,,29
115000,,,,,,,,,,,,,,,,,,,,,,,,5
213675,,,,,,,,,,,,,,,,,,,,,,,,7
7062500,,,,,,,,,,,,,,,,,,,,,,,,69
1385000,,,,,,,,,,,,,,,,,,,,,,,,46
623300,,,,,,,,,,,,,,,,,,,,,,,,40
745000,,,,,,,,,,,,,,,,,,,,,,,,35
1705000,,,,,,,,,,,,,,,,,,,,,,,,68
265000,,,,,,,,,,,,,,,,,,,,,,,,8
433495,,,,,,,,,,,,,,,,,,,,,,,,17
815000,,,,,,,,,,,,,,,,,,,,,,,,47
1125000,,,,,,,,,,,,,,,,,,,,,,,,60
1000000,,,,,,,,,,,,,,,,,,,,,,,,59
265000,,,,,,,,,,,,,,,,,,,,,,,,13
400000,,,,,,,,,,,,,,,,,,,,,,,,19
329950,,,,,,,,,,,,,,,,,,,,,,,,20
376000,,,,,,,,,,,,,,,,,,,,,,,,22
815000,,,,,,,,,,,,,,,,,,,,,,,,57
739000,,,,,,,,,,,,,,,,,,,,,,,,49
299000,,,,,,,,,,,,,,,,,,,,,,,,12
415000,,,,,,,,,,,,,,,,,,,,,,,,31
275000,,,,,,,,,,,,,,,,,,,,,,,,20
432000,,,,,,,,,,,,,,,,,,,,,,,,34
250000,,,,,,,,,,,,,,,,,,,,,,,,47
505000,,,,,,,,,,,,,,,,,,,,,,,,31
500000,,,,,,,,,,,,,,,,,,,,,,,,30
1080000,,,,,,,,,,,,,,,,,,,,,,,,23
736000,,,,,,,,,,,,,,,,,,,,,,,,65
175000,,,,,,,,,,,,,,,,,,,,,,,,21
440000,,,,,,,,,,,,,,,,,,,,,,,,57
363000,,,,,,,,,,,,,,,,,,,,,,,,7
552900,,,,,,,,,,,,,,,,,,,,,,,,5
394950,,,,,,,,,,,,,,,,,,,,,,,,39
320000,,,,,,,,,,,,,,,,,,,,,,,,7
970000,,,,,,,,,,,,,,,,,,,,,,,,58
615000,,,,,,,,,,,,,,,,,,,,,,,,43
253779,,,,,,,,,,,,,,,,,,,,,,,,6
195000,,,,,,,,,,,,,,,,,,,,,,,,29
360000,,,,,,,,,,,,,,,,,,,,,,,,24
435000,,,,,,,,,,,,,,,,,,,,,,,,28
200000,,,,,,,,,,,,,,,,,,,,,,,,25
685000,,,,,,,,,,,,,,,,,,,,,,,,52
687500,,,,,,,,,,,,,,,,,,,,,,,,59
705000,,,,,,,,,,,,,,,,,,,,,,,,16
505000,,,,,,,,,,,,,,,,,,,,,,,,47
500000,,,,,,,,,,,,,,,,,,,,,,,,67
541125,,,,,,,,,,,,,,,,,,,,,,,,62
315000,,,,,,,,,,,,,,,,,,,,,,,,21
535000,,,,,,,,,,,,,,,,,,,,,,,,35
835000,,,,,,,,,,,,,,,,,,,,,,,,50
565000,,,,,,,,,,,,,,,,,,,,,,,,63
418500,,,,,,,,,,,,,,,,,,,,,,,,57
850000,,,,,,,,,,,,,,,,,,,,,,,,48
315000,,,,,,,,,,,,,,,,,,,,,,,,23
2200000,,,,,,,,,,,,,,,,,,,,,,,,67
200450,,,,,,,,,,,,,,,,,,,,,,,,6
895000,,,,,,,,,,,,,,,,,,,,,,,,51
770000,,,,,,,,,,,,,,,,,,,,,,,,43
225000,,,,,,,,,,,,,,,,,,,,,,,,8
1500000,,,,,,,,,,,,,,,,,,,,,,,,68
330000,,,,,,,,,,,,,,,,,,,,,,,,54
623000,,,,,,,,,,,,,,,,,,,,,,,,60
447450,,,,,,,,,,,,,,,,,,,,,,,,37
375000,,,,,,,,,,,,,,,,,,,,,,,,37
255000,,,,,,,,,,,,,,,,,,,,,,,,6
356000,,,,,,,,,,,,,,,,,,,,,,,,18
350000,,,,,,,,,,,,,,,,,,,,,,,,36
475000,,,,,,,,,,,,,,,,,,,,,,,,42
299000,,,,,,,,,,,,,,,,,,,,,,,,18
580000,,,,,,,,,,,,,,,,,,,,,,,,58
525000,,,,,,,,,,,,,,,,,,,,,,,,63
925000,,,,,,,,,,,,,,,,,,,,,,,,47
200000,,,,,,,,,,,,,,,,,,,,,,,,15
397000,,,,,,,,,,,,,,,,,,,,,,,,37
1346400,,,,,,,,,,,,,,,,,,,,,,,,69
515000,,,,,,,,,,,,,,,,,,,,,,,,58
658000,,,,,,,,,,,,,,,,,,,,,,,,39
292500,,,,,,,,,,,,,,,,,,,,,,,,21
527200,,,,,,,,,,,,,,,,,,,,,,,,51
240000,,,,,,,,,,,,,,,,,,,,,,,,35
499000,,,,,,,,,,,,,,,,,,,,,,,,64
383000,,,,,,,,,,,,,,,,,,,,,,,,25
559500,,,,,,,,,,,,,,,,,,,,,,,,46
262000,,,,,,,,,,,,,,,,,,,,,,,,5
865000,,,,,,,,,,,,,,,,,,,,,,,,66
238000,,,,,,,,,,,,,,,,,,,,,,,,7
550000,,,,,,,,,,,,,,,,,,,,,,,,57
428900,,,,,,,,,,,,,,,,,,,,,,,,17
326000,,,,,,,,,,,,,,,,,,,,,,,,23
413900,,,,,,,,,,,,,,,,,,,,,,,,25
245000,,,,,,,,,,,,,,,,,,,,,,,,43
240000,,,,,,,,,,,,,,,,,,,,,,,,7
436000,,,,,,,,,,,,,,,,,,,,,,,,34
245000,,,,,,,,,,,,,,,,,,,,,,,,11
280000,,,,,,,,,,,,,,,,,,,,,,,,27
403950,,,,,,,,,,,,,,,,,,,,,,,,20
442000,,,,,,,,,,,,,,,,,,,,,,,,7
285000,,,,,,,,,,,,,,,,,,,,,,,,51
467500,,,,,,,,,,,,,,,,,,,,,,,,36
305000,,,,,,,,,,,,,,,,,,,,,,,,16
254950,,,,,,,,,,,,,,,,,,,,,,,,21
370000,,,,,,,,,,,,,,,,,,,,,,,,37
625000,,,,,,,,,,,,,,,,,,,,,,,,50
340000,,,,,,,,,,,,,,,,,,,,,,,,27
161700,,,,,,,,,,,,,,,,,,,,,,,,7
732000,,,,,,,,,,,,,,,,,,,,,,,,42
767450,,,,,,,,,,,,,,,,,,,,,,,,41
253500,,,,,,,,,,,,,,,,,,,,,,,,27
291500,,,,,,,,,,,,,,,,,,,,,,,,21
645000,,,,,,,,,,,,,,,,,,,,,,,,47
608000,,,,,,,,,,,,,,,,,,,,,,,,64
246600,,,,,,,,,,,,,,,,,,,,,,,,7
319950,,,,,,,,,,,,,,,,,,,,,,,,15
284950,,,,,,,,,,,,,,,,,,,,,,,,35
500000,,,,,,,,,,,,,,,,,,,,,,,,60
600000,,,,,,,,,,,,,,,,,,,,,,,,35
344000,,,,,,,,,,,,,,,,,,,,,,,,24
370000,,,,,,,,,,,,,,,,,,,,,,,,24
715000,,,,,,,,,,,,,,,,,,,,,,,,59
425000,,,,,,,,,,,,,,,,,,,,,,,,32
749000,,,,,,,,,,,,,,,,,,,,,,,,62
419500,,,,,,,,,,,,,,,,,,,,,,,,47
163000,,,,,,,,,,,,,,,,,,,,,,,,3
319000,,,,,,,,,,,,,,,,,,,,,,,,37
275000,,,,,,,,,,,,,,,,,,,,,,,,35
610000,,,,,,,,,,,,,,,,,,,,,,,,60
1130000,,,,,,,,,,,,,,,,,,,,,,,,68
200000,,,,,,,,,,,,,,,,,,,,,,,,2
530000,,,,,,,,,,,,,,,,,,,,,,,,46
338900,,,,,,,,,,,,,,,,,,,,,,,,9
493000,,,,,,,,,,,,,,,,,,,,,,,,53
771005,,,,,,,,,,,,,,,,,,,,,,,,44
490000,,,,,,,,,,,,,,,,,,,,,,,,42
210000,,,,,,,,,,,,,,,,,,,,,,,,11
179950,,,,,,,,,,,,,,,,,,,,,,,,14
475000,,,,,,,,,,,,,,,,,,,,,,,,34
189000,,,,,,,,,,,,,,,,,,,,,,,,1
585000,,,,,,,,,,,,,,,,,,,,,,,,48
425000,,,,,,,,,,,,,,,,,,,,,,,,5
343566,,,,,,,,,,,,,,,,,,,,,,,,39
850000,,,,,,,,,,,,,,,,,,,,,,,,62
400000,,,,,,,,,,,,,,,,,,,,,,,,57
920000,,,,,,,,,,,,,,,,,,,,,,,,43
450000,,,,,,,,,,,,,,,,,,,,,,,,35
1205000,,,,,,,,,,,,,,,,,,,,,,,,60
491000,,,,,,,,,,,,,,,,,,,,,,,,42
200000,,,,,,,,,,,,,,,,,,,,,,,,17
512500,,,,,,,,,,,,,,,,,,,,,,,,48
230000,,,,,,,,,,,,,,,,,,,,,,,,51
590300,,,,,,,,,,,,,,,,,,,,,,,,23
370000,,,,,,,,,,,,,,,,,,,,,,,,47
400000,,,,,,,,,,,,,,,,,,,,,,,,23
606000,,,,,,,,,,,,,,,,,,,,,,,,42
419000,,,,,,,,,,,,,,,,,,,,,,,,38
225000,,,,,,,,,,,,,,,,,,,,,,,,5
485000,,,,,,,,,,,,,,,,,,,,,,,,39
395000,,,,,,,,,,,,,,,,,,,,,,,,32
658500,,,,,,,,,,,,,,,,,,,,,,,,43
860000,,,,,,,,,,,,,,,,,,,,,,,,59
324950,,,,,,,,,,,,,,,,,,,,,,,,10
187500,,,,,,,,,,,,,,,,,,,,,,,,7
438750,,,,,,,,,,,,,,,,,,,,,,,,32
304900,,,,,,,,,,,,,,,,,,,,,,,,10
302500,,,,,,,,,,,,,,,,,,,,,,,,11
335000,,,,,,,,,,,,,,,,,,,,,,,,25
435000,,,,,,,,,,,,,,,,,,,,,,,,21
599950,,,,,,,,,,,,,,,,,,,,,,,,32
740000,,,,,,,,,,,,,,,,,,,,,,,,37
220000,,,,,,,,,,,,,,,,,,,,,,,,13
385500,,,,,,,,,,,,,,,,,,,,,,,,34
1240000,,,,,,,,,,,,,,,,,,,,,,,,62
238000,,,,,,,,,,,,,,,,,,,,,,,,12
279000,,,,,,,,,,,,,,,,,,,,,,,,8
345000,,,,,,,,,,,,,,,,,,,,,,,,51
525000,,,,,,,,,,,,,,,,,,,,,,,,53
925000,,,,,,,,,,,,,,,,,,,,,,,,62
619000,,,,,,,,,,,,,,,,,,,,,,,,47
570000,,,,,,,,,,,,,,,,,,,,,,,,46
495000,,,,,,,,,,,,,,,,,,,,,,,,19
335000,,,,,,,,,,,,,,,,,,,,,,,,35
330000,,,,,,,,,,,,,,,,,,,,,,,,9
450000,,,,,,,,,,,,,,,,,,,,,,,,24
258000,,,,,,,,,,,,,,,,,,,,,,,,5
400000,,,,,,,,,,,,,,,,,,,,,,,,13
2900000,,,,,,,,,,,,,,,,,,,,,,,,70
410000,,,,,,,,,,,,,,,,,,,,,,,,25
315000,,,,,,,,,,,,,,,,,,,,,,,,12
394000,,,,,,,,,,,,,,,,,,,,,,,,38
440000,,,,,,,,,,,,,,,,,,,,,,,,54
450000,,,,,,,,,,,,,,,,,,,,,,,,23
723000,,,,,,,,,,,,,,,,,,,,,,,,38
250000,,,,,,,,,,,,,,,,,,,,,,,,12
675000,,,,,,,,,,,,,,,,,,,,,,,,61
109000,,,,,,,,,,,,,,,,,,,,,,,,23
300000,,,,,,,,,,,,,,,,,,,,,,,,21
337000,,,,,,,,,,,,,,,,,,,,,,,,14
585000,,,,,,,,,,,,,,,,,,,,,,,,36
270000,,,,,,,,,,,,,,,,,,,,,,,,4
218250,,,,,,,,,,,,,,,,,,,,,,,,7
295000,,,,,,,,,,,,,,,,,,,,,,,,4
352000,,,,,,,,,,,,,,,,,,,,,,,,28
245000,,,,,,,,,,,,,,,,,,,,,,,,5
631000,,,,,,,,,,,,,,,,,,,,,,,,47
329950,,,,,,,,,,,,,,,,,,,,,,,,15
600000,,,,,,,,,,,,,,,,,,,,,,,,53
535000,,,,,,,,,,,,,,,,,,,,,,,,56
240000,,,,,,,,,,,,,,,,,,,,,,,,6
423700,,,,,,,,,,,,,,,,,,,,,,,,38
499000,,,,,,,,,,,,,,,,,,,,,,,,38
265000,,,,,,,,,,,,,,,,,,,,,,,,19
789900,,,,,,,,,,,,,,,,,,,,,,,,62
250000,,,,,,,,,,,,,,,,,,,,,,,,13
280000,,,,,,,,,,,,,,,,,,,,,,,,31
234000,,,,,,,,,,,,,,,,,,,,,,,,14
535000,,,,,,,,,,,,,,,,,,,,,,,,58
561000,,,,,,,,,,,,,,,,,,,,,,,,45
471000,,,,,,,,,,,,,,,,,,,,,,,,30
429950,,,,,,,,,,,,,,,,,,,,,,,,35
380000,,,,,,,,,,,,,,,,,,,,,,,,21
750000,,,,,,,,,,,,,,,,,,,,,,,,43
685000,,,,,,,,,,,,,,,,,,,,,,,,62
800000,,,,,,,,,,,,,,,,,,,,,,,,69
408474,,,,,,,,,,,,,,,,,,,,,,,,38
380000,,,,,,,,,,,,,,,,,,,,,,,,14
500000,,,,,,,,,,,,,,,,,,,,,,,,48
405000,,,,,,,,,,,,,,,,,,,,,,,,50
350000,,,,,,,,,,,,,,,,,,,,,,,,23
340000,,,,,,,,,,,,,,,,,,,,,,,,43
250000,,,,,,,,,,,,,,,,,,,,,,,,8
447500,,,,,,,,,,,,,,,,,,,,,,,,29
630000,,,,,,,,,,,,,,,,,,,,,,,,41
602000,,,,,,,,,,,,,,,,,,,,,,,,43
320000,,,,,,,,,,,,,,,,,,,,,,,,35
840000,,,,,,,,,,,,,,,,,,,,,,,,64
302000,,,,,,,,,,,,,,,,,,,,,,,,17
425000,,,,,,,,,,,,,,,,,,,,,,,,69
215000,,,,,,,,,,,,,,,,,,,,,,,,5
565000,,,,,,,,,,,,,,,,,,,,,,,,62
600000,,,,,,,,,,,,,,,,,,,,,,,,42
425000,,,,,,,,,,,,,,,,,,,,,,,,37
575000,,,,,,,,,,,,,,,,,,,,,,,,60
274000,,,,,,,,,,,,,,,,,,,,,,,,7
604000,,,,,,,,,,,,,,,,,,,,,,,,53
800000,,,,,,,,,,,,,,,,,,,,,,,,47
495000,,,,,,,,,,,,,,,,,,,,,,,,5
425000,,,,,,,,,,,,,,,,,,,,,,,,52
315000,,,,,,,,,,,,,,,,,,,,,,,,10
525000,,,,,,,,,,,,,,,,,,,,,,,,23
260000,,,,,,,,,,,,,,,,,,,,,,,,7
950000,,,,,,,,,,,,,,,,,,,,,,,,67
577000,,,,,,,,,,,,,,,,,,,,,,,,61
340000,,,,,,,,,,,,,,,,,,,,,,,,5
386000,,,,,,,,,,,,,,,,,,,,,,,,38
772000,,,,,,,,,,,,,,,,,,,,,,,,57
619420,,,,,,,,,,,,,,,,,,,,,,,,35
425000,,,,,,,,,,,,,,,,,,,,,,,,41
519950,,,,,,,,,,,,,,,,,,,,,,,,59
886000,,,,,,,,,,,,,,,,,,,,,,,,58
355000,,,,,,,,,,,,,,,,,,,,,,,,21
342400,,,,,,,,,,,,,,,,,,,,,,,,31
359950,,,,,,,,,,,,,,,,,,,,,,,,21
210000,,,,,,,,,,,,,,,,,,,,,,,,2
449000,,,,,,,,,,,,,,,,,,,,,,,,34
249900,,,,,,,,,,,,,,,,,,,,,,,,21
1851000,,,,,,,,,,,,,,,,,,,,,,,,62
475000,,,,,,,,,,,,,,,,,,,,,,,,37
365000,,,,,,,,,,,,,,,,,,,,,,,,26
212000,,,,,,,,,,,,,,,,,,,,,,,,13
800000,,,,,,,,,,,,,,,,,,,,,,,,46
265000,,,,,,,,,,,,,,,,,,,,,,,,3
750000,,,,,,,,,,,,,,,,,,,,,,,,59
319950,,,,,,,,,,,,,,,,,,,,,,,,20
405000,,,,,,,,,,,,,,,,,,,,,,,,37
599000,,,,,,,,,,,,,,,,,,,,,,,,23
349950,,,,,,,,,,,,,,,,,,,,,,,,21
450000,,,,,,,,,,,,,,,,,,,,,,,,55
299950,,,,,,,,,,,,,,,,,,,,,,,,7
517500,,,,,,,,,,,,,,,,,,,,,,,,46
